row_index,cluster,x,y
2020,7,-28.079048,-1.004978
2023,7,-8.0960245,5.1446934
2027,7,-10.640136,-6.48006
2029,5,-26.78856,-13.216818
2030,7,-11.471912,6.25338
2036,7,-23.62297,11.040667
2044,7,-12.960248,23.025242
2051,7,-16.209774,9.868141
2058,5,-42.76091,5.727302
2065,7,-22.80661,19.9908
2068,5,-30.550762,9.266916
2070,5,-14.984499,-13.569553
2076,5,-45.653454,-12.576194
2080,7,-15.788814,23.004423
2081,7,-12.559706,17.245182
2083,7,-26.82564,21.132658
2096,7,-22.8194,15.188544
2115,7,-15.636223,5.111759
2116,7,-21.460665,17.645292
2121,7,-22.302786,8.58041
2123,7,-13.376019,7.2791047
2131,7,-17.42738,-0.94865763
2134,7,-11.264975,12.544623
2137,5,-17.835108,3.7421734
2141,7,-15.377071,0.014613788
2143,7,-10.194228,6.4289737
2144,3,-19.969524,35.767414
2149,7,6.3018084,24.844025
2154,5,-44.58554,-13.924588
2155,5,-38.108135,-12.367233
2157,7,-17.166027,7.860926
2158,7,-17.589388,10.7275715
2161,7,-28.818914,23.147804
2164,7,-33.90448,12.013783
2181,5,-39.083843,5.4839387
2183,5,-29.814018,14.281911
2190,7,-8.521305,14.436133
2192,5,-34.70057,-11.757283
2200,7,-19.83083,-4.6475406
2212,5,-34.270424,-3.3512552
2218,7,-18.991993,-3.2447662
2219,5,-26.356646,-9.272186
2220,3,-6.845934,-8.492704
2221,5,-40.760574,5.266371
2225,7,-16.91697,-7.4732623
2232,7,-7.2805495,3.2786927
2233,7,-9.64576,19.109997
2235,3,-9.745954,-2.8568952
2238,7,-24.994802,13.36741
2240,5,-41.739788,8.130838
2248,7,-17.660631,7.2824407
2254,7,-14.80266,-2.8898315
2255,5,-28.965942,13.09286
2257,5,-28.674217,15.482379
2265,7,-14.949079,24.789639
2272,7,-1.7613202,22.376024
2274,5,-45.706184,7.7611766
2281,3,-20.266119,37.16313
2286,5,-30.532663,-3.2486422
2287,5,-31.097431,-11.3677635
2288,5,-24.210823,-8.714795
2291,7,-19.000738,12.228309
2302,7,-18.949354,-6.3277564
2307,7,-3.903927,7.32345
2308,5,-41.469143,-2.6099393
2310,7,-17.123814,-8.142544
2311,3,-5.212879,1.8937317
2314,7,-20.733864,9.246057
2316,3,13.039713,-43.831093
2320,7,-32.151863,17.963232
2325,7,-22.032398,-0.40214628
2328,7,-16.447533,4.4029307
2330,7,-10.539371,-4.3879356
2344,5,-24.931795,0.653529
2353,7,-25.061308,3.2073793
2359,7,-18.137966,4.108265
2364,7,-26.893986,-4.724376
2373,5,-32.80856,-8.838753
2382,7,-14.334885,19.871992
2383,7,-19.986748,-12.146067
2388,7,-14.189476,25.186409
2389,7,-17.539028,10.681814
2392,5,-31.777437,-4.387408
2395,7,-16.589615,19.13932
2396,7,-17.676298,14.890813
2397,5,-39.96428,16.575521
2404,7,-17.347109,-10.015241
2405,5,-35.34859,-8.983168
2407,5,-26.987875,3.4317007
2416,5,-22.965096,2.1182885
2417,7,-14.486626,2.325316
2418,7,-20.804161,1.2306534
2422,7,-15.1121,2.8630447
2423,7,-13.123814,-3.3923585
2440,5,-40.770157,6.5070295
2441,7,-15.301074,23.446045
2444,7,-20.03627,9.742241
2452,5,-44.25811,-5.149395
2455,1,-15.003982,-19.910328
2457,3,-14.852425,-19.36721
2459,5,-43.258354,10.871765
2460,7,-12.755213,1.8630506
2469,5,-28.032677,3.638309
2472,7,-20.114067,3.9193983
2478,5,-44.8067,-8.8129635
2489,5,-31.737589,9.900423
2490,3,-1.7112312,1.54361
2502,5,-38.2313,12.37107
2508,7,-17.55998,17.621864
2513,5,-10.262964,17.092028
2515,7,-20.528797,-10.896903
2516,7,-16.65684,19.16635
2525,7,-39.656513,8.938655
2527,7,-30.38408,15.070795
2535,5,-38.071342,5.834702
2543,7,-23.732069,23.300484
2548,7,-22.41097,-3.9247186
2553,3,-7.305093,15.119581
2560,5,-38.703465,-1.8822325
2565,5,-28.485167,-15.449511
2566,3,13.791806,-23.82798
2571,7,-17.72435,8.984084
2574,7,-15.188014,7.002641
2579,5,-42.390564,4.6152625
2583,7,-1.6025448,-1.4166384
2590,7,-9.829582,-6.105072
2592,5,-44.886646,-10.67808
2604,7,-20.876707,33.547634
2608,5,-44.91283,-8.944147
2614,7,-5.481261,17.100195
2627,7,-17.746979,12.915407
2629,7,-12.211886,23.350138
2633,7,-4.9602947,11.1171665
2634,7,-22.522705,16.684261
2642,7,-20.469072,17.074526
2644,7,-15.183405,22.442497
2646,7,-8.317666,3.104457
2650,7,-27.765724,7.250066
2651,7,-27.765724,7.250066
2652,7,-23.163458,5.2281485
2654,5,-43.109543,-1.0190073
2655,5,-43.109543,-1.0190073
2657,7,-19.58623,-0.6914679
2661,5,-32.317627,-1.712003
2662,7,-20.124704,22.241016
2670,7,-20.882141,-2.3395996
2671,7,-6.368145,-1.0427548
2697,7,4.0916867,-3.1910386
2699,5,-37.319973,-8.550062
2703,5,-42.489708,-11.53299
2708,7,-8.657421,19.091354
2710,7,-9.614635,18.463646
2713,7,-17.13039,15.996961
2714,7,-6.330932,7.438847
2719,7,-35.31412,15.879545
2723,5,-35.420055,4.2632537
2725,7,-30.75181,22.873446
2729,5,-43.194275,10.610237
2731,5,-35.430504,-3.483475
2739,3,-9.381623,2.4134543
2740,5,12.341132,-23.89037
2751,5,-31.793102,-4.807548
2767,7,-40.19149,14.166242
2768,6,30.434132,1.0181968
2772,7,-13.253043,2.9331067
2784,7,-21.839716,12.460435
2786,7,-29.396269,5.9675093
2791,7,-38.66102,7.3811054
2802,5,-41.006985,2.1279857
2813,5,-28.772825,-14.962927
2816,7,-8.253647,-0.17151327
2817,7,-17.910357,18.803188
2826,7,-11.310927,0.35258946
2829,5,-24.87454,-14.06002
2833,7,-19.997217,17.694561
2841,4,40.45257,20.948893
2843,7,-8.325076,1.506699
2847,5,-37.63083,-12.986849
2855,7,15.638449,7.1477594
2856,5,-28.333708,9.726987
2860,7,-31.90218,-10.162032
2861,5,-31.100191,-1.4670322
2869,5,-37.221,2.1308286
2883,5,-34.22536,13.083112
2887,5,-17.47229,-6.03384
2889,7,-24.760492,10.312232
2892,5,-32.304188,0.2923089
2895,3,-22.16819,34.535847
2899,5,4.9592123,-32.814575
2909,5,-36.44258,-11.13857
2914,7,-8.058364,10.9896965
2931,3,-6.27421,-2.339182
2932,5,-29.30334,0.7180941
2933,3,-19.782768,36.746483
2934,7,-8.058535,6.9444356
2938,5,-45.01225,-10.191442
2939,5,-40.22296,13.446629
2960,7,-12.915089,6.4596844
2969,7,-9.3168545,1.9825957
2972,7,-17.48546,16.494097
2973,3,-20.834717,34.414394
2975,3,-23.263716,35.980827
2979,7,-11.186417,3.9206252
2987,7,-37.472282,15.14369
2990,5,-43.41791,-11.15814
2992,7,-15.147455,24.696037
2995,7,-6.1630807,-19.35227
3006,7,-8.137827,3.3370433
3007,7,-12.593134,4.742966
3008,7,-17.799477,0.10667055
3016,7,-16.651747,22.878704
3022,7,-34.119987,1.7752168
3024,5,-34.909798,4.279017
3027,7,-16.319656,7.0868745
3034,7,-16.009058,10.910137
3040,3,-23.178505,37.7951
3049,5,-25.649364,12.3793545
3059,7,-5.7463627,-2.7483516
3069,5,-41.993263,8.469071
3081,3,-22.956572,34.91894
3095,7,-22.614609,8.31789
3120,7,-21.124008,6.2913265
3121,5,-42.297066,-10.043868
3122,3,-23.148697,38.190674
3128,5,-37.502266,-8.324612
3137,5,-34.417892,-2.8650036
3138,7,-16.634935,9.038806
3155,5,-28.444853,-9.49914
3167,7,-14.454226,19.789164
3192,5,-25.092844,0.56049156
3195,7,-29.827581,8.0656595
3196,7,-31.212662,12.724661
3209,7,-26.766315,2.3569224
3219,3,-21.017138,35.643867
3229,7,-23.120634,1.4888574
3233,7,-4.98925,14.603196
3238,3,-23.661427,34.411488
3243,7,-11.489133,6.5231056
3244,5,-36.682518,-0.04986373
3254,5,-34.120403,-12.842847
3269,5,-33.554836,-9.963147
3275,7,-8.289387,10.118163
3290,7,-22.040636,3.0613365
3309,7,-21.424519,10.353762
3321,7,-8.603734,8.847821
3326,7,-2.903196,21.089872
3337,7,-13.451709,6.2708635
3339,7,-7.506634,14.846658
3354,7,-18.577541,0.40654483
3367,3,6.274037,32.60704
3370,7,-27.453302,-1.9370254
3400,5,-18.258564,-13.786675
3408,3,-23.80088,35.15656
3420,5,-25.056131,-2.9397385
3421,7,-15.3199625,-4.8918786
3440,7,-19.496172,17.216728
3447,7,-15.322595,13.455984
3449,7,-20.39071,16.928762
3454,5,-14.169498,6.5051804
3455,7,-5.3125305,9.32893
3456,7,-7.9944825,-1.368108
3469,5,-33.571747,-1.713093
3470,5,-32.578873,-0.8121046
3480,7,-32.6187,18.62346
3483,7,-16.156618,-6.2455225
3486,7,-8.284493,9.212857
3493,5,-38.002903,-3.0658863
3504,7,-15.382066,25.351898
3511,3,-20.145075,35.826477
3512,7,-22.341227,15.139305
3514,5,-46.019783,11.473762
3522,7,-18.64821,16.090918
3532,7,-12.792121,25.002552
3533,7,-27.694752,-3.2930074
3535,5,-45.98901,7.292422
3537,7,-23.872389,13.58313
3539,5,-34.926346,5.3997984
3544,5,-46.08507,11.487782
3555,7,-14.750611,5.1920624
3561,5,-42.899845,-12.04518
3580,7,-27.247015,-0.9696081
3582,7,-12.616449,-2.7666097
3588,7,-14.649672,3.3562446
3595,7,-33.417427,-3.5014703
3596,5,-41.72605,-13.261892
3599,5,-38.95844,6.285174
3600,3,-11.868345,-9.248545
3601,7,-19.297268,14.07537
3604,5,-37.153698,7.6245847
3608,5,-37.179092,7.6697545
3621,7,-5.0292163,5.7128224
3627,7,-17.401638,-4.7192907
3628,7,-15.934084,-4.2715244
3629,5,-36.608334,-13.409261
3632,3,-1.2767053,17.897
3633,7,-24.694202,19.165144
3635,7,-17.417912,17.944841
3637,7,-18.963688,20.523544
3645,7,-26.215485,17.727146
3647,5,-28.738476,-2.5843496
3655,5,-41.60422,4.0669937
3659,5,-41.35059,11.459414
3673,7,-6.626791,7.758451
3674,5,-20.249508,7.6496634
3676,7,-27.749245,15.75462
3685,7,-17.341234,-8.191615
3686,7,-26.3674,18.119692
3691,5,-44.61587,-10.714449
3692,5,-36.296246,-3.0318954
3696,7,-12.426931,15.804807
3705,7,-27.23823,21.429108
3706,7,-19.761532,13.5655985
3716,5,-25.204727,-2.7422917
3717,5,-32.94431,2.0957842
3726,5,-43.99283,-10.462695
3728,7,-23.89993,3.661184
3729,7,-23.839611,3.610618
3734,7,-15.643699,-9.036874
3747,5,-35.168552,7.9628577
3748,7,-23.436705,12.581411
3751,7,-20.513186,16.888039
3757,5,-28.414999,-11.720402
3758,7,-29.185682,20.14455
3763,5,-46.43082,-10.865155
3764,5,-46.237274,11.167322
3783,7,-38.437,14.290068
3795,3,-23.278297,33.895855
3796,3,12.068313,-45.099216
3804,5,-24.75248,-11.065713
3817,7,-12.3121395,12.0083275
3830,7,-25.289112,-4.6140304
3832,7,-39.85417,13.543883
3834,7,-13.699595,-0.5919898
3845,7,-8.375743,3.8620224
3846,7,-12.146396,17.033129
3857,5,-29.101183,2.961049
3859,7,-4.806126,10.9051285
3860,7,-40.19364,13.59261
3863,3,-4.6560187,3.1127708
3864,7,-4.4307394,3.698493
3869,5,-28.07214,1.7220887
3888,5,-42.60087,11.665141
3899,5,-29.99334,7.9197845
3901,5,-40.1644,-0.8319825
3908,7,-17.19995,12.570423
3913,5,-29.738653,0.3444601
3919,7,-22.350128,23.705957
3920,7,-22.181082,23.951826
3924,7,-23.998745,20.633348
3928,7,-23.405586,14.682042
3932,5,-34.354187,-8.167139
3941,7,-33.76534,17.580496
3944,7,-14.909516,17.38635
3946,7,-14.937176,17.384312
3948,7,-14.937176,17.384312
3953,5,-40.98733,2.1505864
3956,5,-33.262135,-11.69119
3962,7,-13.534359,1.0763943
3972,5,-41.901833,0.4878782
3974,7,-10.121286,6.2067533
3978,5,-26.26546,7.6761374
3998,5,-45.610516,-12.472865
4010,7,-32.65397,-9.566704
4013,5,-31.00505,0.6895583
4016,7,-24.758621,5.785035
4021,7,-30.022652,14.680154
4022,7,-18.653017,11.046163
4028,5,-33.155457,-13.643615
4037,7,-25.876701,20.306065
4047,5,-45.90633,0.8522825
4051,3,-7.2210584,0.14838883
4057,5,-32.654953,0.3536552
4063,5,-39.552036,-3.1906984
4068,5,-31.515003,22.701143
4079,7,-38.00268,14.525722
4080,5,-30.207193,12.238521
4101,7,-24.703934,15.987014
4114,7,-21.618654,2.9557605
4121,5,-38.11137,5.961952
4123,7,-20.558012,32.03309
4124,7,-12.904696,1.9479656
4137,7,-18.357985,-9.918473
4140,7,-31.675089,13.4269
4145,7,-6.8752413,-1.518503
4147,7,-22.92728,20.271559
4150,7,-19.796074,11.199942
4156,5,-39.76846,2.3372302
4166,5,13.071792,33.72239
4183,3,-8.973732,-2.3450933
4185,5,5.181331,-32.33189
4198,5,-36.36089,-11.1836195
4204,3,-23.348032,33.615902
4208,7,-1.3817735,1.5422065
4210,3,-6.0916195,-0.1418939
4216,5,-42.27928,-10.248693
4219,7,-14.4275875,-13.593885
4221,7,-14.344923,-13.593632
4225,7,-12.741739,3.6698368
4228,7,-22.313848,0.45237222
4234,7,-15.101667,-1.8277489
4235,7,-21.780016,-6.493503
4241,5,-38.171318,-3.8987312
4244,7,-21.589113,-1.7133815
4255,7,-29.24878,20.153822
4259,5,-32.889233,10.53822
4269,7,-18.059826,1.4802676
4270,5,-42.13494,8.627629
4281,7,-17.023834,14.16718
4285,5,-29.771225,-6.2848954
4295,5,-44.788242,-14.300952
4296,7,-21.85688,14.174533
4297,5,-38.387825,14.409465
4299,7,-19.185287,2.7371156
4301,7,-36.462788,4.23884
4320,5,-28.022764,-6.9900756
4328,5,-28.38414,-11.127552
4335,7,-24.865799,5.265339
4337,7,-11.434498,10.803233
4345,3,-20.139536,-29.566359
4357,7,-7.199973,1.1288286
4359,7,-31.467386,18.424988
4366,7,-10.739292,1.9792302
4370,5,-28.02845,-16.54446
4372,7,4.1913657,-2.83029
4377,7,-12.625939,15.639613
4378,7,-20.660028,20.224215
4383,7,-9.474208,9.290116
4392,7,-5.6153617,8.785575
4396,5,-24.308468,0.53147626
4397,7,-19.561567,-0.32302865
4398,3,-6.785057,4.381908
4400,5,-38.59935,9.357569
4403,7,-18.935854,19.064764
4404,5,-25.27865,1.7219001
4408,5,-22.079994,4.0653076
4412,5,-24.084387,-17.912409
4415,7,-11.106177,11.760286
4417,5,-28.827515,-14.74143
4420,7,-1.008496,9.72319
4426,6,21.018742,-15.100451
4427,7,-8.3181,8.15892
4435,7,-13.502674,-1.0126792
4440,7,-11.763425,7.4904375
4442,5,-41.003147,-14.645715
4443,7,-23.15575,-1.9818641
4444,7,-35.333195,15.975017
4448,7,-17.028582,22.460384
4460,7,-17.058418,-2.190295
4468,5,-28.250814,-9.457815
4472,7,-7.416949,5.912964
4478,7,-11.550645,5.6084924
4483,7,-6.119904,3.5229907
4489,7,-21.197342,-9.6412735
4490,7,-19.189333,-1.823253
4492,3,-3.3629224,-3.2380009
4496,7,-5.046224,16.535225
4512,7,-19.833773,3.912784
4514,5,-40.544254,7.135882
4515,7,-7.908412,12.347378
4518,7,-13.991687,23.546526
4544,7,-18.581036,1.6341834
4548,7,-17.101128,0.23200648
4550,5,-36.824364,6.918975
4553,7,-21.020433,11.321704
4567,7,-7.2130356,-8.220001
4569,7,-26.65509,9.8610935
4570,5,-44.50533,-3.0654984
4572,3,-6.529758,1.3167557
4579,5,-31.675236,-7.1378865
4581,7,-22.696314,34.6245
4583,3,-21.87967,35.4907
4585,7,-17.13448,1.2934641
4589,7,-20.41021,20.041147
4592,5,-34.941635,-0.2514281
4605,3,-24.240345,37.57988
4610,5,-11.881029,25.28151
4611,5,-41.853653,-9.39857
4614,7,-13.389142,13.090639
4619,7,-19.350233,15.658451
4626,7,-9.059635,6.027448
