row_index,cluster,x,y
1002,4,8.640186,5.1983757
1004,4,8.592324,5.1977086
1006,3,10.873984,1.9565034
1008,2,11.177921,2.2726958
1010,4,9.596706,4.1703143
1012,3,11.777818,3.93457
1013,3,11.991778,3.8876398
1014,3,12.960875,3.5801501
1016,4,9.975493,4.2064304
1022,3,12.2907095,3.383902
1023,3,12.569396,3.1977832
1024,3,11.808945,4.7010217
1025,3,11.930622,3.03203
1026,4,9.639565,3.1382446
1028,4,9.626342,3.3588774
1029,3,12.816617,3.9719274
1030,4,9.7180805,4.966405
1032,3,10.421575,3.5962088
1034,4,10.913511,4.697127
1036,4,11.048855,4.510459
1049,4,9.9822445,2.1141717
1051,3,11.62281,1.9554387
1053,4,9.162371,4.7614293
1056,3,11.337414,3.5906274
1058,2,9.912889,1.412611
1059,3,12.004397,2.976936
1060,3,12.653181,3.5770357
1061,3,12.07838,2.9844263
1062,4,8.500976,4.745025
1066,4,10.150016,3.3126078
1067,4,9.202231,4.14202
1068,4,9.207513,4.97093
1069,4,9.7858515,4.393688
1072,3,12.4847,2.798364
1075,4,9.435358,4.6697836
1076,4,9.788766,4.6665344
1077,4,8.728032,4.264086
1078,3,12.434375,3.2130573
1079,4,10.38505,4.2287164
1080,4,8.4247675,3.5266976
1082,4,9.862866,3.7748835
1083,3,11.636527,3.1514735
1084,3,11.435884,2.9861643
1085,4,9.908376,5.4307613
1087,3,11.416744,2.8136177
1088,3,10.6823,3.153168
1089,4,6.85654,2.2722259
1091,3,11.65836,3.3331497
1092,3,11.64369,3.4299865
1093,3,11.601477,3.3708131
1094,3,11.509763,3.2689435
1098,4,9.226235,4.3182435
1099,4,10.329194,2.9684944
1100,3,11.217695,3.8558779
1101,2,6.7044063,2.0922937
1103,4,9.644622,4.9601374
1104,4,10.970503,5.0286646
1106,3,14.934946,4.9887013
1107,3,14.935821,4.989084
1112,3,14.935733,4.989032
1113,3,14.936176,4.9891896
1115,3,14.936098,4.989237
1116,3,14.936831,4.9894915
1117,3,14.93655,4.989297
1118,3,14.936876,4.989567
1119,3,14.936366,4.9893665
1124,4,11.59046,5.079735
1125,3,11.831111,4.3564324
1127,4,8.29044,4.872905
1129,4,8.432053,4.3761697
1130,4,8.698592,5.1590824
1131,4,9.106848,2.576498
1132,2,6.757955,2.2573988
1133,3,12.184013,2.9334087
1135,4,8.733803,3.4973724
1140,3,11.932756,4.050031
1142,3,11.668846,3.1660445
1143,3,11.472689,4.344163
1144,4,8.504327,1.6417378
1146,4,10.219075,4.227062
1148,3,12.901554,4.107233
1150,1,8.551109,-2.6852095
1151,1,8.491283,-2.7948015
1152,3,12.233406,3.2034638
1153,1,13.401431,3.6229517
1154,1,13.399467,3.619923
1155,1,13.404969,3.6127844
1158,1,13.415521,3.609884
1159,1,13.400906,3.6240737
1163,4,8.265634,4.9653487
1164,4,9.691891,2.9859443
1165,4,7.139617,2.690883
1166,4,8.6778,4.4296737
1167,4,9.351205,3.41766
1168,4,10.072427,4.3709087
1169,4,8.512548,4.126126
1170,3,11.374066,2.3134806
1174,4,8.839295,4.7825937
1175,3,10.276232,4.028925
1178,4,10.833641,4.4980783
1179,4,10.86505,4.417555
1180,4,9.471562,2.933395
1181,3,10.774673,2.7714033
1182,4,8.945027,4.7065687
1183,4,8.913843,2.8435628
1184,3,11.513945,4.5671787
1187,4,8.738736,3.8417768
1188,4,9.621175,3.8090277
1191,4,8.88096,3.8093758
1192,4,11.243931,4.864071
1193,4,9.791135,3.1087565
1194,3,11.237453,4.048068
1195,3,11.277285,4.074924
1197,4,9.562938,3.5393822
1199,1,11.063681,-2.0997195
1202,3,12.694445,4.0770874
1204,1,12.117102,-2.4262073
1205,2,6.6618814,2.07762
1207,1,13.221458,3.840825
1209,1,12.001343,-0.23765266
1210,3,10.259057,0.43311292
1211,2,10.0806465,0.33193135
1213,3,12.880072,4.149699
1214,4,10.819144,4.529126
1215,3,12.511309,3.536631
1217,2,11.2983885,-0.2001202
1220,4,9.504044,4.9050775
1222,4,8.343124,4.9967103
1223,2,6.6768093,2.23507
1224,4,10.038634,2.8363364
1228,3,11.860475,4.8943505
1230,4,9.208679,4.987258
1231,3,10.952588,3.5879292
1232,3,12.982303,4.009806
1233,3,12.420029,4.5638633
1236,3,12.559072,3.867224
1237,4,10.347169,4.6242127
1238,4,10.369796,5.2815504
1240,3,12.573501,4.367025
1244,4,8.281106,4.9947004
1246,4,10.294282,4.896918
1251,4,10.068619,3.9851427
1252,4,8.214569,4.0196095
1254,3,11.5339985,4.082031
1255,4,8.893018,4.3549104
1257,3,12.922773,3.925082
1258,3,12.661744,3.842922
1259,3,12.675504,3.9419384
1260,2,10.629986,3.0719676
1262,3,11.672004,2.669957
1263,3,10.66691,-0.4448467
1264,4,9.670128,4.2118616
1265,4,9.719659,4.337585
1266,4,10.659865,4.7140512
1269,3,10.479797,4.199472
1270,3,11.566427,4.3951683
1272,3,12.290598,3.9101138
1273,4,9.403763,3.4475224
1274,4,9.147233,4.925132
1275,3,12.650579,3.9573605
1276,3,12.565107,4.2428694
1277,3,12.574673,3.8077404
1278,3,10.880149,4.849555
1279,3,11.199354,4.2554035
1280,3,11.330544,3.6409142
1282,4,8.633947,4.0933394
1284,3,12.059797,3.7547379
1285,4,10.390387,5.391561
1286,4,10.309443,5.3695154
1287,4,10.387937,5.4130564
1288,4,10.510564,5.07585
1289,4,10.959242,4.889401
1290,3,12.166103,3.1181455
1291,4,11.216456,4.01225
1292,4,8.813244,4.8136296
1293,4,8.286614,5.112673
1294,4,8.308313,5.098073
1295,4,8.29957,5.1105413
1299,3,12.834213,3.3275516
1300,3,12.857787,3.2731287
1301,3,12.853038,3.3334742
1302,3,12.51515,3.4693208
1303,3,11.418242,3.307008
1304,3,11.63186,4.0649495
1305,2,6.8425617,0.6148158
1307,3,11.291693,2.541376
1308,3,10.928848,2.8306165
1312,4,9.420315,5.260857
1314,4,10.107382,3.1578417
1315,4,9.243006,4.1951513
1316,4,10.589098,3.3469477
1320,2,9.354539,1.7390087
1321,4,9.015339,5.078074
1322,4,9.219349,4.3100514
1324,4,8.551662,5.0826797
1325,4,10.169534,4.6682487
1326,4,8.800444,3.0516412
1327,3,11.8432455,4.8193526
1328,3,11.866974,3.7385852
1330,3,12.916378,3.9892302
1332,3,11.674004,4.2451806
1334,4,10.276881,3.7305627
1336,4,8.578236,5.046502
1337,4,9.95395,4.554419
1338,4,8.518703,4.9328775
1339,4,9.557633,4.0978227
1341,4,8.544328,4.202789
1343,3,11.964001,3.6779292
1345,3,12.470106,3.9773233
1346,3,11.856843,4.8043303
1348,3,12.757294,4.119136
1349,3,11.737882,0.43851647
1350,4,11.29633,5.4083357
1351,3,11.377104,5.509462
1352,3,11.380763,5.497914
1353,3,11.377074,5.525891
1354,3,11.402186,5.5099545
1355,3,11.378279,5.5314355
1356,3,11.396088,5.508504
1357,3,12.955138,4.048611
1359,4,8.901604,4.8032875
1360,4,9.184765,3.2848988
1362,4,9.20701,4.2007017
1365,4,8.4989195,4.1271048
1366,1,8.7488785,-2.736413
1370,3,11.421177,3.1880188
1371,3,11.037143,3.5202162
1374,4,10.038647,4.693942
1377,3,11.737169,3.5800507
1380,2,8.542722,1.51848
1381,3,11.932051,2.8636532
1382,3,9.833459,3.49661
1383,4,8.825239,3.922619
1386,4,9.534534,3.6993852
1387,4,10.96003,4.9863276
1388,2,6.6466556,2.1451035
1389,3,10.856331,4.287305
1390,3,10.155262,3.5449834
1391,4,8.734492,3.6687653
1392,4,9.041243,4.040609
1393,4,8.785785,5.104797
1394,3,11.673783,3.9311268
1397,4,9.335499,3.4403481
1398,4,8.183638,4.7781544
1399,3,12.170093,2.6945164
1400,1,12.563088,2.8616407
1403,2,12.189594,2.1750636
1404,2,12.196849,2.189265
1405,2,12.198939,2.1776996
1406,2,12.198248,2.1784492
1407,2,12.200812,2.1746714
1408,3,12.298852,3.946816
1409,3,11.627689,4.0987916
1413,3,11.989096,2.5758772
1414,4,9.341799,3.776881
1415,2,6.68364,2.1229665
1416,4,8.199426,4.4589972
1417,4,10.606221,5.100196
1418,3,11.497059,4.7532463
1419,3,12.691782,3.881058
1421,3,10.349926,0.23541093
1422,4,9.596409,3.596175
1423,3,11.716911,3.8089187
1424,3,11.779308,4.1554365
1426,4,9.381961,1.9293239
1429,4,8.62512,5.106609
1430,3,11.399356,4.065225
1432,4,9.532527,5.0032
1435,4,10.04323,4.808955
1437,4,7.9468503,1.152671
1438,4,8.6322775,3.5124617
1439,4,9.213894,2.0752926
1441,3,11.900118,2.4170828
1443,2,8.268543,0.8571292
1444,2,6.937738,0.19376343
1445,4,10.306542,3.0461237
1446,3,12.275431,3.0874958
1447,4,9.825772,5.2600894
1449,4,11.328992,4.903266
1450,4,8.635498,4.7537484
1452,3,12.5941515,4.54107
1457,3,10.968495,3.020295
1458,2,6.600588,2.1700678
1460,3,11.246249,2.3552387
1461,3,11.348538,2.396356
1462,3,11.625785,1.8277568
1463,3,11.00514,3.4695282
1464,3,10.9847355,2.7020748
1465,4,8.856368,5.0326805
1467,3,12.638329,3.7300396
1468,3,11.650313,4.0642667
1469,4,8.667484,3.5599084
1470,4,10.3610935,3.2269309
1472,3,10.897705,2.9374673
1473,3,11.4760065,2.633755
1477,4,8.197907,5.191474
1478,4,8.15314,5.203097
1479,4,8.174473,5.1941195
1480,4,8.1581955,5.2155285
1481,3,11.139529,3.67195
1482,4,9.53404,4.180516
1483,3,11.578216,4.630358
1485,4,9.202661,3.6176789
1486,3,11.219631,2.713053
1488,4,10.717428,4.298168
1489,3,10.56886,3.5649655
1491,4,8.442004,3.7539575
1492,4,11.209605,5.187113
